record_id,date,year,month,program_name,program_category,program_status,region,state,beneficiaries_served,target_beneficiaries,target_achievement_rate,funding_received,program_expenses,funding_remaining,funding_utilization_rate,cost_per_beneficiary,volunteer_hours,number_of_volunteers,beneficiaries_per_volunteer_hour,satisfaction_score,outcome_success_rate
547,2023-05-01,2023,5,Education Support,Education,Active,West,CA,377,297,126.94,20632.36,14966.63,5665.73,72.54,39.7,226.3,23,1.666,4.97,85.17
659,2023-08-01,2023,8,Education Support,Education,Completed,Northeast,PA,398,483,82.4,24797.85,17983.64,6814.21,72.52,45.19,248.8,22,1.6,5.0,99.0
1340,2025-04-01,2025,4,Job Training,Economic Empowerment,Active,Northeast,MA,155,157,98.73,12603.55,7917.02,4686.53,62.82,51.08,147.8,13,1.049,5.0,73.61
1020,2024-06-01,2024,6,Housing Support,Basic Needs,Active,West,AZ,176,209,84.21,14238.13,10556.15,3681.98,74.14,59.98,103.7,15,1.697,4.55,61.9
1458,2025-07-01,2025,7,Healthcare Access,Health,Active,Midwest,MI,505,570,88.6,26798.69,19700.79,7097.9,73.51,39.01,264.7,33,1.908,4.44,69.97
960,2024-05-01,2024,5,Education Support,Education,Completed,West,AZ,459,424,108.25,26729.87,18864.64,7865.23,70.58,41.1,17.9,36,25.642,4.2,72.99
1547,2025-10-01,2025,10,Education Support,Education,Active,West,AZ,510,558,91.4,26569.75,20204.37,6365.38,76.04,39.62,341.7,48,1.493,4.14,80.49
284,2022-09-01,2022,9,Job Training,Economic Empowerment,Active,South,GA,233,182,128.02,12728.46,10335.06,2393.4,81.2,44.36,158.0,17,1.475,4.56,68.1
798,2023-12-01,2023,12,Healthcare Access,Health,Active,Midwest,OH,348,413,84.26,20691.53,16288.89,4402.64,78.72,46.81,259.8,44,1.339,4.22,73.99
1341,2025-04-01,2025,4,Education Support,Education,Active,Northeast,MA,365,385,94.81,26921.2,21190.45,5730.75,78.71,58.06,270.5,35,1.349,4.32,68.18
226,2022-07-01,2022,7,Job Training,Economic Empowerment,Active,South,TX,255,241,105.81,16066.31,10099.74,5966.57,62.86,39.61,66.5,12,3.835,4.53,76.07
27,2022-01-01,2022,1,Housing Support,Basic Needs,Paused,Midwest,OH,342,388,88.14,15489.14,13840.43,1648.71,89.36,40.47,389.5,35,0.878,4.21,74.07
1457,2025-07-01,2025,7,Community Outreach,Community,Active,West,CA,230,293,78.5,13198.54,9898.2,3300.34,74.99,43.04,273.9,20,0.84,3.42,64.48
438,2023-01-01,2023,1,Community Outreach,Community,Active,West,WA,217,222,97.75,14044.97,10454.13,3590.84,74.43,48.18,182.4,23,1.19,4.4,70.41
230,2022-07-01,2022,7,Food Assistance,Basic Needs,Active,West,AZ,503,482,104.36,28047.26,22890.78,5156.48,81.62,45.51,293.1,30,1.716,4.48,76.34
38,2022-02-01,2022,2,Community Outreach,Community,Completed,Northeast,NY,220,258,85.27,13635.58,11494.29,2141.29,84.3,52.25,121.5,15,1.811,4.72,74.88
750,2023-11-01,2023,11,Food Assistance,Basic Needs,Active,West,CA,391,461,84.82,21209.14,16906.8,4302.34,79.71,43.24,271.2,42,1.442,4.7,68.64
1046,2024-07-01,2024,7,Youth Development,Education,Active,Northeast,PA,375,319,117.55,19957.95,14697.23,5260.72,73.64,39.19,394.4,38,0.951,4.8,85.06
470,2023-02-01,2023,2,Housing Support,Basic Needs,Active,Northeast,MA,278,263,105.7,19415.37,11321.25,8094.12,58.31,40.72,350.5,24,0.793,4.48,67.82
1443,2025-07-01,2025,7,Food Assistance,Basic Needs,Active,South,GA,674,771,87.42,38006.15,34851.14,3155.01,91.7,51.71,577.0,47,1.168,4.62,85.31
1619,2025-12-01,2025,12,Youth Development,Education,Completed,Northeast,NY,317,372,85.22,15800.15,10784.92,5015.23,68.26,34.02,403.2,40,0.786,4.84,69.78
688,2023-09-01,2023,9,Youth Development,Education,Paused,Midwest,MI,258,186,138.71,15382.05,14458.32,923.73,93.99,56.04,270.8,25,0.953,4.62,70.94
1513,2025-09-01,2025,9,Food Assistance,Basic Needs,Active,Midwest,IL,562,650,86.46,34932.42,27813.97,7118.45,79.62,49.49,201.7,28,2.786,4.42,86.9
640,2023-07-01,2023,7,Food Assistance,Basic Needs,Active,Midwest,MI,370,381,97.11,25669.53,21355.41,4314.12,83.19,57.72,353.2,44,1.048,3.78,84.53
1416,2025-06-01,2025,6,Education Support,Education,Completed,Northeast,PA,528,566,93.29,27426.1,25790.68,1635.42,94.04,48.85,577.4,49,0.914,4.58,85.41
1219,2024-12-01,2024,12,Community Outreach,Community,Completed,West,AZ,232,239,97.07,13818.95,9179.93,4639.02,66.43,39.57,198.1,16,1.171,4.16,71.15
1159,2024-11-01,2024,11,Job Training,Economic Empowerment,Active,South,TX,200,203,98.52,11553.02,6786.27,4766.75,58.74,33.93,202.0,24,0.99,5.0,82.23
1366,2025-05-01,2025,5,Youth Development,Education,Paused,South,GA,416,542,76.75,27263.18,20557.2,6705.98,75.4,49.42,237.4,35,1.752,4.44,77.98
1301,2025-03-01,2025,3,Education Support,Education,Active,Northeast,PA,492,605,81.32,27913.08,21812.22,6100.86,78.14,44.33,448.2,37,1.098,4.57,74.0
1497,2025-09-01,2025,9,Food Assistance,Basic Needs,Active,West,CA,352,383,91.91,30072.42,19095.94,10976.48,63.5,54.25,164.3,22,2.142,4.19,67.0
801,2023-12-01,2023,12,Job Training,Economic Empowerment,Completed,Midwest,IL,208,207,100.48,14416.59,11971.93,2444.66,83.04,57.56,256.8,20,0.81,4.37,74.45
161,2022-05-01,2022,5,Healthcare Access,Health,Completed,West,WA,317,367,86.38,19354.31,16947.99,2406.32,87.57,53.46,129.6,21,2.446,3.62,79.06
957,2024-05-01,2024,5,Community Outreach,Community,Active,Northeast,MA,147,179,82.12,10793.17,8003.69,2789.48,74.16,54.45,128.5,12,1.144,4.87,67.33
1187,2024-11-01,2024,11,Education Support,Education,Active,Midwest,IL,382,413,92.49,20839.61,16161.03,4678.58,77.55,42.31,293.5,28,1.302,4.1,70.32
822,2024-01-01,2024,1,Job Training,Economic Empowerment,Active,West,CA,295,304,97.04,15950.08,10334.23,5615.85,64.79,35.03,316.4,38,0.932,4.44,81.25
1389,2025-05-01,2025,5,Education Support,Education,Active,Northeast,PA,417,471,88.54,30243.22,21946.89,8296.33,72.57,52.63,203.0,33,2.054,4.14,87.73
878,2024-02-01,2024,2,Food Assistance,Basic Needs,Completed,Midwest,MI,491,611,80.36,31562.9,24793.29,6769.61,78.55,50.5,337.0,62,1.457,4.24,78.26
914,2024-03-01,2024,3,Community Outreach,Community,Active,Northeast,NY,147,177,83.05,14912.55,13773.78,1138.77,92.36,93.7,63.6,9,2.311,4.18,63.95
153,2022-05-01,2022,5,Youth Development,Education,Active,West,CA,282,261,108.05,14947.91,14865.92,81.99,99.45,52.72,174.7,17,1.614,4.83,85.31
1508,2025-09-01,2025,9,Education Support,Education,Active,West,AZ,369,387,95.35,17400.94,14066.8,3334.14,80.84,38.12,160.8,26,2.295,4.25,81.75
510,2023-03-01,2023,3,Community Outreach,Community,Paused,Northeast,NY,142,140,101.43,9279.39,7342.91,1936.48,79.13,51.71,49.3,11,2.88,4.21,67.56
1251,2025-01-01,2025,1,Education Support,Education,Active,Midwest,IL,405,389,104.11,23659.85,18715.93,4943.92,79.1,46.21,333.2,44,1.215,4.97,73.75
1374,2025-05-01,2025,5,Education Support,Education,Paused,South,GA,574,746,76.94,31532.02,24031.48,7500.54,76.21,41.87,633.2,55,0.907,4.48,86.23
104,2022-04-01,2022,4,Community Outreach,Community,Completed,Midwest,IL,197,254,77.56,10794.25,7855.13,2939.12,72.77,39.87,131.9,15,1.494,4.44,62.65
587,2023-06-01,2023,6,Healthcare Access,Health,Active,South,GA,226,234,96.58,14388.54,11572.83,2815.71,80.43,51.21,248.8,23,0.908,4.36,73.41
1455,2025-07-01,2025,7,Housing Support,Basic Needs,Paused,Midwest,MI,361,432,83.56,22848.03,18232.03,4616.0,79.8,50.5,266.1,30,1.357,4.26,72.87
1144,2024-10-01,2024,10,Education Support,Education,Active,South,GA,286,290,98.62,20238.73,14814.81,5423.92,73.2,51.8,221.4,21,1.292,4.82,81.86
54,2022-02-01,2022,2,Food Assistance,Basic Needs,Active,South,FL,617,559,110.38,30563.33,25936.2,4627.13,84.86,42.04,331.7,65,1.86,3.96,61.69
152,2022-05-01,2022,5,Community Outreach,Community,Active,South,TX,160,138,115.94,8477.0,6024.69,2452.31,71.07,37.65,129.1,11,1.239,4.25,79.98
404,2022-12-01,2022,12,Job Training,Economic Empowerment,Active,South,TX,187,173,108.09,13243.55,11984.91,1258.64,90.5,64.09,178.6,19,1.047,4.22,55.79
1597,2025-11-01,2025,11,Healthcare Access,Health,Active,Midwest,MI,343,427,80.33,20274.99,17124.42,3150.57,84.46,49.93,384.5,34,0.892,4.38,77.55
208,2022-07-01,2022,7,Education Support,Education,Active,Northeast,NY,417,375,111.2,20261.3,18113.36,2147.94,89.4,43.44,423.4,46,0.985,3.57,75.14
1556,2025-10-01,2025,10,Food Assistance,Basic Needs,Active,Midwest,IL,481,460,104.57,30055.24,19116.02,10939.22,63.6,39.74,461.0,32,1.043,4.14,68.45
1123,2024-10-01,2024,10,Job Training,Economic Empowerment,Active,Midwest,OH,224,256,87.5,14088.04,10674.13,3413.91,75.77,47.65,219.7,17,1.02,4.36,78.61
1442,2025-07-01,2025,7,Job Training,Economic Empowerment,Active,Northeast,NY,233,202,115.35,16435.35,13470.94,2964.41,81.96,57.82,89.2,16,2.612,4.85,83.16
9,2022-01-01,2022,1,Job Training,Economic Empowerment,Completed,Northeast,NY,282,293,96.25,15164.95,13350.51,1814.44,88.04,47.34,205.1,26,1.375,4.57,84.3
1015,2024-06-01,2024,6,Healthcare Access,Health,Active,West,WA,202,185,109.19,14276.98,10907.98,3369.0,76.4,54.0,134.5,13,1.502,4.35,75.08
1475,2025-08-01,2025,8,Community Outreach,Community,Active,Midwest,OH,245,306,80.07,15701.64,11381.06,4320.58,72.48,46.45,83.6,11,2.931,5.0,58.07
1061,2024-08-01,2024,8,Education Support,Education,Completed,South,GA,366,489,74.85,20662.27,13379.14,7283.13,64.75,36.56,524.1,46,0.698,4.71,72.12
453,2023-02-01,2023,2,Education Support,Education,Active,Northeast,PA,343,422,81.28,19981.58,17373.28,2608.3,86.95,50.65,197.2,19,1.739,3.63,80.38
254,2022-08-01,2022,8,Job Training,Economic Empowerment,Active,Midwest,MI,86,114,75.44,5253.63,4748.73,504.9,90.39,55.22,66.2,8,1.299,4.77,64.21
1328,2025-04-01,2025,4,Job Training,Economic Empowerment,Paused,Midwest,IL,281,349,80.52,18118.92,10708.82,7410.1,59.1,38.11,223.0,21,1.26,4.61,82.82
897,2024-03-01,2024,3,Food Assistance,Basic Needs,Active,South,TX,669,654,102.29,38436.4,29032.07,9404.33,75.53,43.4,583.5,53,1.147,5.0,80.88
1430,2025-07-01,2025,7,Education Support,Education,Active,Northeast,NY,262,209,125.36,14817.01,9766.92,5050.09,65.92,37.28,266.5,21,0.983,4.69,80.15
881,2024-02-01,2024,2,Food Assistance,Basic Needs,Active,West,WA,595,666,89.34,36145.35,22690.84,13454.51,62.78,38.14,478.6,59,1.243,4.5,77.26
1551,2025-10-01,2025,10,Community Outreach,Community,Active,South,FL,234,239,97.91,13899.1,11791.19,2107.91,84.83,50.39,78.1,8,2.996,4.77,63.34
624,2023-07-01,2023,7,Education Support,Education,Completed,South,FL,498,506,98.42,23397.52,18412.38,4985.14,78.69,36.97,665.7,43,0.748,3.58,85.47
346,2022-11-01,2022,11,Youth Development,Education,Active,Midwest,IL,282,334,84.43,17133.92,12282.32,4851.6,71.68,43.55,288.8,25,0.976,4.53,85.64
1408,2025-06-01,2025,6,Healthcare Access,Health,Paused,Northeast,MA,189,185,102.16,11354.34,7649.13,3705.21,67.37,40.47,112.9,14,1.674,4.43,64.06
263,2022-08-01,2022,8,Housing Support,Basic Needs,Active,Northeast,MA,182,149,122.15,13819.03,11909.09,1909.94,86.18,65.43,123.2,17,1.477,3.96,77.0
1322,2025-03-01,2025,3,Community Outreach,Community,Active,Northeast,PA,250,193,129.53,11946.29,9796.27,2150.02,82.0,39.19,158.0,15,1.582,3.88,73.46
151,2022-05-01,2022,5,Food Assistance,Basic Needs,Active,Midwest,IL,445,475,93.68,27056.42,22573.98,4482.44,83.43,50.73,364.9,38,1.22,4.44,72.7
473,2023-02-01,2023,2,Food Assistance,Basic Needs,Active,South,TX,293,216,135.65,19825.54,15293.29,4532.25,77.14,52.2,199.7,23,1.467,4.02,68.62
641,2023-07-01,2023,7,Education Support,Education,Active,Midwest,MI,269,272,98.9,15960.34,12337.93,3622.41,77.3,45.87,202.6,26,1.328,4.4,79.89
1632,2025-12-01,2025,12,Job Training,Economic Empowerment,Active,South,TX,235,257,91.44,15495.45,14534.43,961.02,93.8,61.85,313.3,21,0.75,4.0,71.84
1548,2025-10-01,2025,10,Education Support,Education,Active,Northeast,PA,336,376,89.36,24176.0,20725.43,3450.57,85.73,61.68,416.8,27,0.806,4.21,77.11
551,2023-05-01,2023,5,Community Outreach,Community,Active,South,TX,234,215,108.84,13321.46,10855.12,2466.34,81.49,46.39,220.7,19,1.06,4.33,66.92
929,2024-04-01,2024,4,Youth Development,Education,Completed,West,AZ,268,268,100.0,13825.06,9164.74,4660.32,66.29,34.2,129.0,23,2.078,4.57,70.62
489,2023-03-01,2023,3,Housing Support,Basic Needs,Active,South,GA,301,376,80.05,20699.61,13233.64,7465.97,63.93,43.97,222.1,29,1.355,3.72,69.75
1489,2025-08-01,2025,8,Food Assistance,Basic Needs,Active,West,AZ,620,702,88.32,27295.14,16356.37,10938.77,59.92,26.38,402.8,43,1.539,4.61,67.48
1172,2024-11-01,2024,11,Healthcare Access,Health,Active,Northeast,NY,406,335,121.19,23317.93,18071.61,5246.32,77.5,44.51,299.5,29,1.356,4.09,66.79
147,2022-05-01,2022,5,Job Training,Economic Empowerment,Active,Midwest,MI,258,300,86.0,13880.51,11835.99,2044.52,85.27,45.88,205.6,22,1.255,4.07,69.75
1584,2025-11-01,2025,11,Food Assistance,Basic Needs,Completed,West,AZ,444,475,93.47,27726.53,20728.4,6998.13,74.76,46.69,228.7,42,1.941,4.44,79.05
403,2022-12-01,2022,12,Healthcare Access,Health,Completed,West,AZ,197,185,106.49,12632.54,10764.79,1867.75,85.21,54.64,136.7,12,1.441,5.0,80.56
955,2024-05-01,2024,5,Youth Development,Education,Completed,Midwest,OH,458,608,75.33,23160.14,17097.32,6062.82,73.82,37.33,240.7,28,1.903,5.0,67.37
1543,2025-10-01,2025,10,Education Support,Education,Active,Midwest,MI,421,473,89.01,22159.54,18330.09,3829.45,82.72,43.54,277.8,32,1.515,4.19,86.15
660,2023-08-01,2023,8,Food Assistance,Basic Needs,Active,West,WA,366,362,101.1,27838.32,16729.57,11108.75,60.1,45.71,120.5,19,3.037,4.14,78.63
1373,2025-05-01,2025,5,Food Assistance,Basic Needs,Paused,West,AZ,600,728,82.42,37254.47,30481.73,6772.74,81.82,50.8,215.2,21,2.788,4.31,82.3
464,2023-02-01,2023,2,Healthcare Access,Health,Paused,South,GA,356,346,102.89,20589.81,18844.21,1745.6,91.52,52.93,316.8,33,1.124,3.8,64.47
1350,2025-04-01,2025,4,Housing Support,Basic Needs,Completed,West,CA,292,344,84.88,18368.81,13816.8,4552.01,75.22,47.32,107.8,13,2.709,4.37,77.78
187,2022-06-01,2022,6,Housing Support,Basic Needs,Completed,West,WA,170,164,103.66,9792.66,10143.43,-350.77,103.58,59.67,216.6,12,0.785,5.0,84.05
1148,2024-10-01,2024,10,Education Support,Education,Active,West,CA,448,401,111.72,26897.37,19747.68,7149.69,73.42,44.08,307.0,36,1.459,4.44,82.67
1225,2025-01-01,2025,1,Job Training,Economic Empowerment,Active,Northeast,NY,240,231,103.9,16937.63,15320.16,1617.47,90.45,63.83,208.8,20,1.149,4.36,62.54
609,2023-06-01,2023,6,Food Assistance,Basic Needs,Active,South,FL,371,400,92.75,26844.31,20841.04,6003.27,77.64,56.18,262.2,32,1.415,5.0,88.88
144,2022-05-01,2022,5,Job Training,Economic Empowerment,Active,West,WA,205,182,112.64,12817.85,8152.09,4665.76,63.6,39.77,177.2,24,1.157,3.96,54.77
752,2023-11-01,2023,11,Education Support,Education,Completed,South,TX,409,426,96.01,25596.54,21108.28,4488.26,82.47,51.61,440.5,36,0.928,4.74,73.11
982,2024-05-01,2024,5,Housing Support,Basic Needs,Paused,West,AZ,211,285,74.04,14517.23,10876.93,3640.3,74.92,51.55,206.2,19,1.023,3.9,61.16
198,2022-06-01,2022,6,Housing Support,Basic Needs,Active,Northeast,PA,165,155,106.45,9575.23,6692.84,2882.39,69.9,40.56,173.2,14,0.953,3.89,68.49
884,2024-02-01,2024,2,Housing Support,Basic Needs,Active,Northeast,PA,238,236,100.85,17739.73,13471.96,4267.77,75.94,56.6,120.3,28,1.978,4.89,60.51
280,2022-09-01,2022,9,Housing Support,Basic Needs,Active,West,AZ,131,114,114.91,7841.38,6689.3,1152.08,85.31,51.06,78.3,11,1.673,4.17,73.49
294,2022-09-01,2022,9,Youth Development,Education,Active,South,FL,184,180,102.22,8928.77,6194.09,2734.68,69.37,33.66,153.4,18,1.199,4.44,86.94
1498,2025-09-01,2025,9,Youth Development,Education,Active,South,TX,284,313,90.73,18741.38,18810.67,-69.29,100.37,66.23,140.6,16,2.02,3.41,79.59
401,2022-12-01,2022,12,Youth Development,Education,Active,West,WA,321,348,92.24,16739.97,15198.0,1541.97,90.79,47.35,156.2,20,2.055,4.2,88.64
123,2022-04-01,2022,4,Education Support,Education,Active,Northeast,PA,260,211,123.22,20661.43,17687.04,2974.39,85.6,68.03,274.7,26,0.946,4.08,79.62
1208,2024-12-01,2024,12,Housing Support,Basic Needs,Active,Northeast,MA,204,254,80.31,17370.85,13784.08,3586.77,79.35,67.57,173.5,17,1.176,4.2,69.82
203,2022-06-01,2022,6,Youth Development,Education,Paused,South,GA,283,279,101.43,17071.16,15276.04,1795.12,89.48,53.98,141.7,24,1.997,4.96,76.65
836,2024-01-01,2024,1,Housing Support,Basic Needs,Active,South,GA,242,280,86.43,15509.89,12018.43,3491.46,77.49,49.66,197.2,20,1.227,4.12,60.6
247,2022-08-01,2022,8,Youth Development,Education,Active,Midwest,OH,296,337,87.83,14277.91,6938.51,7339.4,48.6,23.44,289.6,29,1.022,4.54,78.89
1561,2025-10-01,2025,10,Job Training,Economic Empowerment,Completed,South,GA,215,196,109.69,13662.5,12100.96,1561.54,88.57,56.28,119.1,13,1.805,4.54,82.83
1546,2025-10-01,2025,10,Housing Support,Basic Needs,Active,West,AZ,329,371,88.68,19529.03,14270.09,5258.94,73.07,43.37,174.3,33,1.888,4.24,72.67
1154,2024-10-01,2024,10,Food Assistance,Basic Needs,Completed,West,AZ,346,338,102.37,19518.89,14000.8,5518.09,71.73,40.46,152.8,16,2.264,4.47,83.23
385,2022-12-01,2022,12,Food Assistance,Basic Needs,Completed,South,TX,541,509,106.29,26117.76,25120.23,997.53,96.18,46.43,587.7,54,0.921,4.6,76.01
1447,2025-07-01,2025,7,Education Support,Education,Active,Midwest,OH,439,526,83.46,26885.92,20290.57,6595.35,75.47,46.22,315.3,33,1.392,4.25,82.63
855,2024-02-01,2024,2,Education Support,Education,Active,Midwest,IL,372,412,90.29,20681.18,13697.88,6983.3,66.23,36.82,192.8,38,1.929,4.26,77.94
220,2022-07-01,2022,7,Housing Support,Basic Needs,Active,West,WA,133,150,88.67,11315.07,10380.06,935.01,91.74,78.05,130.7,11,1.018,5.0,78.52
642,2023-07-01,2023,7,Housing Support,Basic Needs,Active,West,CA,217,242,89.67,14223.97,12294.98,1928.99,86.44,56.66,212.7,20,1.02,3.64,68.4
2,2022-01-01,2022,1,Job Training,Economic Empowerment,Completed,Northeast,PA,206,202,101.98,12111.99,8883.26,3228.73,73.34,43.12,84.9,18,2.426,3.63,67.5
113,2022-04-01,2022,4,Education Support,Education,Active,Midwest,IL,395,486,81.28,21816.06,15234.3,6581.76,69.83,38.57,306.6,36,1.288,4.53,90.23
699,2023-09-01,2023,9,Community Outreach,Community,Active,Northeast,MA,180,172,104.65,12703.69,6429.16,6274.53,50.61,35.72,253.7,19,0.709,4.13,67.97
1571,2025-11-01,2025,11,Housing Support,Basic Needs,Active,Northeast,MA,230,227,101.32,15652.37,12078.29,3574.08,77.17,52.51,117.8,14,1.952,4.59,65.2
952,2024-04-01,2024,4,Education Support,Education,Active,Midwest,IL,430,467,92.08,24328.41,10002.95,14325.46,41.12,23.26,247.1,29,1.74,5.0,71.36
1441,2025-07-01,2025,7,Healthcare Access,Health,Active,West,AZ,285,247,115.38,26228.12,18056.4,8171.72,68.84,63.36,196.5,19,1.45,4.58,78.15
1411,2025-06-01,2025,6,Education Support,Education,Active,West,CA,606,608,99.67,35533.7,26484.15,9049.55,74.53,43.7,322.4,42,1.88,4.28,69.07
1410,2025-06-01,2025,6,Education Support,Education,Active,Northeast,MA,435,503,86.48,22348.43,19165.29,3183.14,85.76,44.06,505.0,53,0.861,4.71,72.16
1292,2025-02-01,2025,2,Education Support,Education,Completed,West,AZ,611,571,107.01,30482.24,22152.64,8329.6,72.67,36.26,684.3,75,0.893,4.61,79.46
1503,2025-09-01,2025,9,Housing Support,Basic Needs,Paused,Midwest,MI,231,265,87.17,16743.05,13415.74,3327.31,80.13,58.08,173.1,16,1.334,4.6,77.26
442,2023-01-01,2023,1,Community Outreach,Community,Active,West,WA,112,143,78.32,8209.26,7928.26,281.0,96.58,70.79,57.6,9,1.944,5.0,82.76
1137,2024-10-01,2024,10,Job Training,Economic Empowerment,Completed,West,WA,194,224,86.61,13035.15,9714.41,3320.74,74.52,50.07,139.7,11,1.389,4.96,73.24
1257,2025-01-01,2025,1,Food Assistance,Basic Needs,Active,West,CA,648,508,127.56,35512.58,29961.51,5551.07,84.37,46.24,304.2,45,2.13,3.99,81.47
1398,2025-06-01,2025,6,Healthcare Access,Health,Completed,Midwest,MI,433,431,100.46,23372.68,18648.29,4724.39,79.79,43.07,50.3,6,8.608,4.79,71.88
664,2023-08-01,2023,8,Education Support,Education,Active,West,WA,391,403,97.02,23399.655,13531.32,9868.33,57.83,34.61,183.4,26,2.132,4.4,89.87
1507,2025-09-01,2025,9,Housing Support,Basic Needs,Active,South,TX,254,308,82.47,17825.42,15883.34,1942.08,89.1,62.53,211.9,27,1.199,4.28,69.92
1258,2025-01-01,2025,1,Healthcare Access,Health,Active,Midwest,MI,299,335,89.25,22497.07,14309.02,8188.05,63.6,47.86,216.6,26,1.38,4.44,89.25
318,2022-10-01,2022,10,Community Outreach,Community,Completed,South,FL,200,173,115.61,11597.4,9109.68,2487.72,78.55,45.55,89.0,14,2.247,4.28,67.53
649,2023-08-01,2023,8,Healthcare Access,Health,Completed,Northeast,MA,269,268,100.37,21081.83,16894.58,4187.25,80.14,62.81,235.1,17,1.144,4.44,74.67
1435,2025-07-01,2025,7,Education Support,Education,Active,Midwest,IL,336,329,102.13,19281.2,17784.78,1496.42,92.24,52.93,351.7,36,0.955,3.94,70.19
710,2023-09-01,2023,9,Job Training,Economic Empowerment,Active,South,FL,232,198,117.17,10833.87,8472.2,2361.67,78.2,36.52,257.3,20,0.902,4.57,68.01
1383,2025-05-01,2025,5,Education Support,Education,Active,West,AZ,374,361,103.6,22878.25,19710.35,3167.9,86.15,52.7,174.8,22,2.14,3.71,88.06
1283,2025-02-01,2025,2,Housing Support,Basic Needs,Completed,South,FL,299,294,101.7,20435.44,15872.46,4562.98,77.67,53.09,216.6,25,1.38,4.62,66.75
973,2024-05-01,2024,5,Youth Development,Education,Paused,Northeast,NY,375,381,98.43,23425.56,16069.9,7355.66,68.6,42.85,337.1,28,1.112,4.6,99.0
628,2023-07-01,2023,7,Job Training,Economic Empowerment,Active,Midwest,MI,160,172,93.02,8029.92,6583.04,1446.88,81.98,41.14,99.6,13,1.606,4.32,59.2
633,2023-07-01,2023,7,Job Training,Economic Empowerment,Active,Midwest,MI,234,241,97.1,14578.24,10753.07,3825.17,73.76,45.95,218.1,18,1.073,4.26,61.27
1307,2025-03-01,2025,3,Housing Support,Basic Needs,Active,South,TX,254,284,89.44,17285.93,12111.87,5174.06,70.07,47.68,324.1,26,0.784,3.91,64.07
1401,2025-06-01,2025,6,Community Outreach,Community,Active,South,GA,200,190,105.26,15577.98,11962.21,3615.77,76.79,59.81,206.4,22,0.969,4.58,65.28
1409,2025-06-01,2025,6,Community Outreach,Community,Active,Northeast,PA,256,280,91.43,14154.4,12185.5,1968.9,86.09,47.6,340.0,27,0.753,5.0,66.01
1249,2025-01-01,2025,1,Healthcare Access,Health,Paused,Midwest,MI,292,290,100.69,18403.47,11086.28,7317.19,60.24,37.97,136.3,18,2.142,5.0,76.53
1606,2025-12-01,2025,12,Youth Development,Education,Active,West,CA,267,292,91.44,17039.48,12980.91,4058.57,76.18,48.62,326.1,34,0.819,5.0,72.64
1255,2025-01-01,2025,1,Food Assistance,Basic Needs,Completed,South,GA,580,437,132.72,35789.12,26143.18,9645.94,73.05,45.07,392.3,45,1.478,4.77,93.89
1372,2025-05-01,2025,5,Housing Support,Basic Needs,Active,Northeast,NY,312,345,90.43,19507.7,14860.89,4646.81,76.18,47.63,407.9,38,0.765,3.92,69.99
1355,2025-04-01,2025,4,Community Outreach,Community,Active,West,CA,197,255,77.25,13082.21,9896.48,3185.73,75.65,50.24,109.0,14,1.807,4.13,65.24
1581,2025-11-01,2025,11,Education Support,Education,Active,Northeast,MA,313,318,98.43,18019.5,15945.09,2074.41,88.49,50.94,378.9,28,0.826,5.0,76.35
1518,2025-09-01,2025,9,Youth Development,Education,Active,West,CA,330,301,109.63,17939.73,15769.14,2170.59,87.9,47.79,134.6,20,2.452,4.71,94.82
796,2023-12-01,2023,12,Healthcare Access,Health,Completed,Northeast,MA,427,416,102.64,22583.54,19158.1,3425.44,84.83,44.87,670.5,48,0.637,4.34,56.59
646,2023-07-01,2023,7,Job Training,Economic Empowerment,Completed,South,GA,163,169,96.45,13562.89,10600.79,2962.1,78.16,65.04,190.9,16,0.854,4.18,70.8
1013,2024-06-01,2024,6,Education Support,Education,Paused,Northeast,PA,587,655,89.62,28997.62,23100.91,5896.71,79.66,39.35,156.1,20,3.76,4.3,65.0
557,2023-05-01,2023,5,Community Outreach,Community,Completed,Northeast,MA,244,238,102.52,13307.0,9717.34,3589.66,73.02,39.83,266.3,26,0.916,4.95,72.31
682,2023-09-01,2023,9,Community Outreach,Community,Paused,South,FL,144,142,101.41,11102.2,8782.82,2319.38,79.11,60.99,114.4,17,1.259,4.82,81.2
578,2023-05-01,2023,5,Education Support,Education,Active,South,GA,332,348,95.4,28316.09,21786.91,6529.18,76.94,65.62,345.4,25,0.961,4.44,86.17
1110,2024-09-01,2024,9,Job Training,Economic Empowerment,Completed,Northeast,MA,138,154,89.61,8967.77,6696.19,2271.58,74.67,48.52,70.8,11,1.949,4.66,66.81
1267,2025-02-01,2025,2,Community Outreach,Community,Active,South,FL,201,221,90.95,14986.96,10136.68,4850.28,67.64,50.43,114.6,13,1.754,3.91,66.2
1184,2024-11-01,2024,11,Food Assistance,Basic Needs,Completed,Northeast,MA,449,568,79.05,30453.72,18090.54,12363.18,59.4,40.29,287.2,31,1.563,4.68,90.61
525,2023-04-01,2023,4,Food Assistance,Basic Needs,Paused,Midwest,IL,447,309,144.66,36408.39,26593.13,9815.26,73.04,59.49,262.5,47,1.703,3.14,82.57
1060,2024-08-01,2024,8,Housing Support,Basic Needs,Active,Northeast,PA,177,199,88.94,12608.68,9106.96,3501.72,72.23,51.45,84.3,15,2.1,5.0,57.22
